 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.217,1.711,0.932,1.179,0.848,0.988
2,0.215,1.687,0.948,1.154,0.867,0.994
3,0.245,1.795,0.954,1.126,0.888,0.997
4,0.192,1.596,0.947,1.171,0.854,0.994
5,0.247,1.821,0.935,1.139,0.878,0.981
6,0.227,1.745,0.936,1.060,0.944,0.989
7,0.230,1.728,0.969,1.069,0.936,1.001
8,0.221,1.730,0.929,1.040,0.961,0.985
9,0.230,1.752,0.942,1.128,0.887,0.992
