 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.198,1.598,0.972,1.030,0.971,0.991
2,0.345,2.172,0.920,1.068,0.936,0.979
3,0.354,2.285,0.853,1.228,0.814,0.959
4,0.182,1.613,0.878,1.414,0.707,0.976
5,0.125,1.361,0.849,1.113,0.899,0.954
6,0.213,1.837,0.792,1.690,0.592,0.937
7,0.144,1.499,0.805,1.366,0.732,0.936
8,0.185,1.709,0.795,1.342,0.745,0.925
9,0.225,1.878,0.801,1.370,0.730,0.928
