 ,Area,Perim.,Circ.,AR,Round,Solidity
1,0.345,2.141,0.946,1.118,0.894,0.995
2,0.360,2.230,0.910,1.094,0.914,0.980
3,0.363,2.213,0.931,1.357,0.737,0.993
4,0.358,2.240,0.897,1.248,0.801,0.969
5,0.341,2.200,0.886,1.241,0.806,0.968
6,0.421,2.485,0.856,1.282,0.780,0.947
7,0.587,2.858,0.904,1.123,0.891,0.964
8,0.573,2.856,0.883,1.071,0.934,0.959
9,0.438,2.485,0.892,1.078,0.927,0.982
